,gender,meaning,name,origin
14848,f,"Latinized form of the Greek name Φοιβη (Phoibe), which meant ""bright, pure"" from Greek φοιβος (phoibos). In Greek mythology Phoibe was a Titan associated with the moon. This was also an epithet of her granddaughter, the moon goddess Artemis. The name appears in Paul's epistle to the Romans in the New Testament, where it belongs to a female minister in the church at Cenchreae. In England, it began to be used as a given name after the Protestant Reformation. A moon of Saturn bears this name (in honour of the Titan).",PHOEBE,"[English, Greek Mythology (Latinized), Biblical, Biblical Latin]"
14849,m&f,"From the name of a beautiful immortal bird which appears in Egyptian and Greek mythology. After living for several centuries in the Arabian Desert, it would be consumed by fire and rise from its own ashes, with this cycle repeating every 500 years. The name of the bird was derived from Greek φοινιξ (phoinix) meaning ""dark red"".",PHOENIX,[English (Modern)]
14850,m,Variant of Paschalis (see PASCAL). Paschal or Paschalis was the name of two popes.,PASCHAL,[History]
14851,m,Cornish form of PASCAL.,PASCO,[Cornish]
14852,f,Spanish feminine form of PASCAL.,PASCUALA,[Spanish]
14853,m,Finnish form of BASIL  (1).,PASI,[Finnish]
14854,m,Bulgarian and Macedonian form of PASCAL.,PASKAL,"[Bulgarian, Macedonian]"
14855,m,Italian form of PASCAL.,PASQUALE,[Italian]
14856,m,Diminutive of PASQUALE.,PASQUALINO,[Italian]
14857,m,"From a Late Latin name meaning ""shepherd"". This was the name of at least three saints.",PASTOR,"[Spanish, Late Roman]"
14858,m&f,"Short form of PATRICK or PATRICIA. A famous bearer of this name was Pat Garrett (1850-1908), the sheriff who shot Billy the Kid.",PAT,[English]
14859,m,Medieval diminutive of PATRICK.,PATE,[Medieval English]
14860,f,"Uyghur elaboration of PATIME using the suffix گۇل (gul) meaning ""flower, rose"".",PATIGUL,[Uyghur]
14861,f,Diminutive of PATRYCJA or PATRÍCIA.,PATKA,"[Polish, Slovak]"
14862,f,Variant of PATRICIA.,PATRICE  (2),[English]
14863,f,"Feminine form of Patricius (see PATRICK). In medieval England this spelling appears in Latin documents, but this form was probably not used as the actual name until the 18th century, in Scotland.",PATRICIA,"[English, Spanish, German, Late Roman]"
14864,f,Slovene and Croatian feminine form of Patricius (see PATRICK).,PATRICIJA,"[Slovene, Croatian]"
14865,m,Spanish form of Patricius (see PATRICK).,PATRICIO,[Spanish]
14866,m,"From the Latin name Patricius, which meant ""nobleman"". This name was adopted in the 5th-century by Saint Patrick, whose birth name was Sucat. He was a Romanized Briton who was captured and enslaved in his youth by Irish raiders. After six years of servitude he escaped home, but he eventually became a bishop and went back to Ireland as a missionary. He is traditionally credited with Christianizing the island, and is regarded as Ireland's patron saint.... [more]",PATRICK,"[Irish, English, French, German]"
14867,f,Italian feminine form of Patricius (see PATRICK).,PATRIZIA,[Italian]
14868,m,"Latinized form of the Greek Πατροκλος (Patroklos) which meant ""glory of the father"", derived from πατηρ (pater) ""father"" (genitive πατρος) and κλεος (kleos) ""glory"". In Greek legend he was one of the heroes who fought against the Trojans. His death at the hands of Hector drew his friend Achilles back into the war.",PATROCLUS,[Greek Mythology (Latinized)]
14869,f,Polish feminine form of Patricius (see PATRICK).,PATRYCJA,[Polish]
14870,m&f,"Variant of PATTY, also used as a diminutive of PATRICK.",PATSY,"[English, Irish]"
14871,f,Variant of PATTY.,PATTIE,[English]
14872,f,"Originally a variant of Matty, a 17th-century diminutive of MARTHA. It is now commonly used as a diminutive of PATRICIA.",PATTY,[English]
14873,m,Diminutive of IPATI.,PATYA,[Russian]
14874,m,"From the Roman family name Paulus, which meant ""small"" or ""humble"" in Latin. Paul was an important leader of the early Christian church. According to Acts in the New Testament, he was a Jewish Roman citizen who converted to Christianity after the resurrected Jesus appeared to him. After this he travelled the eastern Mediterranean as a missionary. His original Hebrew name was Saul. Many of the epistles in the New Testament were authored by him.... [more]",PAUL,"[English, French, German, Dutch, Swedish, Norwegian, Danish, Romanian, Biblical]"
14875,f,Feminine form of Paulus (see PAUL). This was the name of a 4th-century Roman saint who was a companion of Saint Jerome.,PAULA,"[German, English, Finnish, Spanish, Portuguese, Catalan, Romanian, Hungarian, Polish, Dutch, Swedish, Norwegian, Danish, Croatian, Ancient Roman]"
14876,f,Variant of PAULINE.,PAULEEN,[English (Rare)]
14877,f,Latinate feminine diminutive of PAUL.,PAULETTA,[English]
14878,m,Finnish form of PAUL.,PAULI,[Finnish]
14879,f,Dutch feminine form of Paulinus (see PAULINO).,PAULIEN,[Dutch]
14880,f,Slovak form of PAULINA.,PAULÍNA,[Slovak]
14881,f,French feminine form of Paulinus (see PAULINO).,PAULINE,"[French, English, German, Swedish, Norwegian, Danish]"
14882,m,Portuguese diminutive of PAULO.,PAULINHO,[Portuguese]
14883,m,Original Latin form of PAULINO.,PAULINUS,[Ancient Roman]
14884,m,Esperanto form of PAUL.,PAŬLO,[Esperanto]
14885,m,Biblical Greek form of PAUL.,PAULOS,[Biblical Greek]
14886,m,Corsican form of Paulus (see PAUL).,PAULU,[Corsican]
14887,m,Dutch (Flemish) form of PAUL.,PAUWEL,[Dutch (Archaic)]
14888,m,"Russian, Czech, Bulgarian, Slovene and Macedonian form of PAUL.",PAVEL,"[Russian, Czech, Bulgarian, Slovene, Macedonian]"
14889,f,Croatian diminutive of PAULA.,PAVICA,[Croatian]
14890,f,Czech and Slovene feminine form of PAUL.,PAVLA,"[Czech, Slovene]"
14891,m,Albanian form of PAUL.,PAVLI,[Albanian]
14892,m,Ukrainian form of PAUL.,PAVLO,[Ukrainian]
14893,m,Croatian short form of PAVAO.,PAVO,[Croatian]
14894,m,Polish form of PAUL.,PAWEŁ,[Polish]
14895,m,"From a surname which was derived from an English place name meaning ""Pœcc's town"". Pœcc is an Old English name of unknown meaning.",PAXTON,[English (Modern)]
14896,m&f,Variant of PEYTON.,PAYTON,[English (Modern)]
14897,m&f,"Means ""gold"" in Hebrew.",PAZ  (2),[Hebrew]
14898,m,Irish and Scottish form of PETER.,PEADAR,"[Irish, Scottish]"
14899,f,"From the English word pearl for the concretions formed in the shells of some mollusks, ultimately from Late Latin perla. Like other gemstone names, it has been used as a given name in the English-speaking world since the 19th century. The pearl is the birthstone for June, and it supposedly imparts health and wealth.",PEARL,[English]
14900,f,Diminutive of PEARL.,PEARLIE,[English]
14901,m,Scandinavian form of PETER.,PEDER,"[Swedish, Norwegian, Danish]"
14902,m,Welsh form of PETER.,PEDR,[Welsh]
14903,m,Spanish and Portuguese form of PETER. This was the name of the only two emperors of Brazil.,PEDRO,"[Spanish, Portuguese]"
14904,m,Variant of PER. The Norwegian playwright Henrik Ibsen used this name for the main character in his play 'Peer Gynt' (1867).,PEER,"[Danish, Norwegian, Swedish]"
14905,m,Estonian form of PETER.,PEETER,[Estonian]
14906,m,"From the Greek Πηγασος (Pegasos), possibly either from πηγος (pegos) ""strong"" or πηγαιος (pegaios) ""from a water spring"". In Greek mythology Pegasus was the winged horse that sprang from the blood of Medusa after she was killed by Perseus. There is a constellation in the northern sky named after the horse.",PEGASUS,[Greek Mythology (Latinized)]
14907,f,"Medieval variant of Meggy, a diminutive of MARGARET. The reason for the change in the initial consonant is unknown.",PEGGY,[English]
14908,f,Scottish diminutive of MARGARET.,PEIGI,[Scottish]
14909,m,Occitan form of PETER.,PÈIRE,[Occitan]
14910,m,Finnish form of PETER.,PEKKA,[Finnish]
14911,f,Russian form of PELAGIA.,PELAGEYA,[Russian]
14912,m,Greek form of PELAGIUS.,PELAGIOS,[Ancient Greek]
14913,f,Russian form of PELAGIA.,PELAGIYA,[Russian]
14914,m,", HebrewMeans ""division, channel"" in Hebrew. In the Old Testament he is the son of Eber.",PELEG,"[Biblical, Biblical Hebrew, Hebrew]"
14915,m,Italian form of Peregrinus (see PEREGRINE).,PELLEGRINO,[Italian]
14916,m&f,Tibetan form of PADMA.,PEMA,"[Tibetan, Bhutanese]"
14917,m&f,"Means ""prayer"" in Chewa.",PEMPHERO,"[Southern African, Chewa]"
14918,f,Short form of PENELOPE.,PENE,[English (Rare)]
14919,f,"Possibly derived from Greek πηνελοψ (penelops), a type of duck. Alternatively it could be from πηνη (pene) ""threads, weft"" and ωψ (ops) ""face, eye"". In Homer's epic the 'Odyssey' this is the name of the wife of Odysseus, forced to fend off suitors while her husband is away fighting at Troy. It has occasionally been used as an English given name since the 16th century.",PENELOPE,"[Greek Mythology, English]"
14920,f,"Means ""precious stone"" in Hebrew. In the Old Testament this is the name of one of the wives of Elkanah, the other being Hannah.",PENINNAH,[Biblical]
14921,m,Bulgarian diminutive of PETAR.,PENKO,[Bulgarian]
14922,m,Finnish form of BENEDICT.,PENTTI,[Finnish]
14923,f,"From the English word for the type of flower. It was originally believed to have healing qualities, so it was named after the Greek medical god Pæon.",PEONY,[English (Rare)]
14924,m,Spanish diminutive of JOSEPH.,PEPE,[Spanish]
14925,m,"Frankish name of unknown meaning. It possibly means ""awe-inspiring"" from Frankish bib- ""to tremble"". This was the name of three majordomos of Austrasia including Pépin III the Short, who became the first Carolingian king of the Franks. He was the father of Charlemagne.",PÉPIN,[History]
14926,m,Spanish diminutive of JOSEPH.,PEPITO,[Spanish]
14927,m,Diminutive of GIUSEPPE.,PEPPI,[Italian]
14928,m,Scandinavian and Breton form of PETER.,PER,"[Swedish, Norwegian, Danish, Breton]"
14929,m,Variant of PERCIVAL.,PERCEVAL,[Arthurian Romance]
14930,m,"Created by the 12th-century French poet Chrétien de Troyes for his poem 'Perceval, the Story of the Grail'. In the poem Perceval was one of King Arthur's Knights of the Round Table who was given a glimpse of the Holy Grail. The character (and probably the name) of Perceval was based on that of the Welsh hero PEREDUR. The spelling was perhaps altered under the influence of Old French percer val ""to pierce the valley"".",PERCIVAL,"[Arthurian Romance, English]"
14931,f,"Derived from Latin perditus meaning ""lost"". Shakespeare created this name for the daughter of Hermione in his play 'The Winter's Tale' (1610).",PERDITA,[Literature]
14932,m,"Possibly means ""hard spears"" in Welsh. This was the name of several figures from Welsh mythology. It was later used by the 12th-century chronicler Geoffrey of Monmouth in his Arthurian tales. The character of Percival was probably based on him.",PEREDUR,"[Welsh Mythology, Arthurian Romance]"
14933,m,Latin form of PEREGRINE.,PEREGRINUS,[Late Roman]
14934,m,Hebrew form of PEREZ.,PERETZ,"[Hebrew, Biblical Hebrew]"
14935,f,Turkish form of PARI.,PERİ,[Turkish]
14936,m,"From the Greek name Περικλης (Perikles), which was derived from the Greek elements περι (peri) ""around, exceedingly"" and κλεος (kleos) ""glory"". This was the name of a 5th-century BC Athenian statesman and general.",PERICLES,[Ancient Greek (Latinized)]
14937,m,Ancient Greek form of PERICLES.,PERIKLES,[Ancient Greek]
14938,f,Italian and Spanish cognate of PEARL.,PERLA,"[Italian, Spanish]"
14939,f,Diminutive of PEARL.,PERLIE,[English (Rare)]
14940,f,"Meaning unknown, possibly an early American alteration of PAMELA.",PERMELIA,[English (Archaic)]
14941,f,Swedish short form of PETRONILLA.,PERNILLA,[Swedish]
14942,m,Diminutive of PETAR.,PERO,"[Serbian, Croatian]"
14943,m,"Derived from Albanian përparim meaning ""progress, advancement"".",PËRPARIM,[Albanian]
14944,f,"Derived from Latin perpetuus meaning ""continuous"". This was the name of a 3rd-century saint martyred with another woman named Felicity.",PERPETUA,"[Spanish, Late Roman]"
14945,m,"From a surname which is either English or Welsh in origin. It can be derived from Middle English perrie meaning ""pear tree"", or else from Welsh ap Herry, meaning ""son of HERRY"". A famous bearer of the surname was Matthew Perry (1794-1858), the American naval officer who opened Japan to the West.",PERRY,[English]
14946,f,"Meaning unknown, probably of Pre-Greek origin, but perhaps related to Greek περθω (pertho) ""to destroy"" and φονη (phone) ""murder"". In Greek myth she was the daughter of Demeter and Zeus. She was abducted to the underworld by Hades, but was eventually allowed to return to the surface for part of the year. The result of her comings and goings is the changing of the seasons.",PERSEPHONE,[Greek Mythology]
14947,f,"Greek name meaning ""Persian woman"". This was the name of a woman mentioned in Paul's epistle to the Romans in the New Testament.",PERSIS,"[Biblical, Biblical Greek]"
14948,m,Finnish form of BARTHOLOMEW.,PERTTU,[Finnish]
14949,m,"Means ""thunder"" in Slavic. In Slavic mythology Perun was the god of lightning, sometimes worshipped as the primary god. The oak was his sacred tree.",PERUN,[Slavic Mythology]
14950,f,Feminine form of PETER.,PETA,[English (Australian)]
14951,m,Short form of PETER.,PETE,[English]
14952,m,"Derived from the Greek Πετρος (Petros) meaning ""stone"". This is a translation used in most versions of the New Testament of the name Cephas, meaning ""stone"" in Aramaic, which was given to the apostle Simon by Jesus (compare Matthew 16:18 and John 1:42). Simon Peter was the most prominent of the apostles during Jesus' ministry and is often considered the first pope.... [more]",PETER,"[English, German, Dutch, Swedish, Norwegian, Danish, Slovene, Slovak, Biblical]"
14953,m,Hungarian diminutive of PETER.,PETI,[Hungarian]
14954,m,"Derived from Bulgarian Петък (Petak) or Macedonian Петок (Petok) meaning ""Friday"". This is a vernacular form of Paraskeve.",PETKO,"[Bulgarian, Macedonian]"
14955,f,Feminine form of PETER. This was also the name of an ancient city in the region that is now Jordan.,PETRA,"[German, Dutch, Czech, Slovak, Slovene, Croatian, Hungarian, Swedish, Finnish, English]"
14956,m,"Romanian, Macedonian and Georgian form of PETER.",PETRE,"[Romanian, Macedonian, Georgian]"
14957,m,Romanian diminutive of PETER.,PETRICĂ,[Romanian]
14958,m,Ukrainian and Esperanto form of PETER.,PETRO,"[Ukrainian, Esperanto]"
14959,f,Medieval English form of PETRONILLA.,PETRONEL,[English (Archaic)]
14960,f,Dutch and Swedish form of PETRONILLA.,PETRONELLA,"[Dutch, Swedish]"
14961,f,"From a Latin name, a diminutive of Petronia, the feminine form of PETRONIUS. This was the name of an obscure 1st-century Roman saint, later believed to be a daughter of Saint Peter.",PETRONILLA,"[Italian, Late Roman]"
14962,m,"Roman family name which is possibly derived from Latin petro, petronis ""yokel"".",PETRONIUS,[Ancient Roman]
14963,m,Romanian and Corsican form of PETER. It is also the form used in the Church Slavic New Testament.,PETRU,"[Romanian, Corsican, Old Church Slavic]"
14964,m,Latin form of PETER used occasionally in Dutch and German.,PETRUS,"[Dutch, German (Rare), Biblical Latin]"
14965,m,Finnish form of PETER.,PETTERI,[Finnish]
14966,f,"From the name of the flower, derived ultimately from a Tupi (South American) word.",PETUNIA,[English (Rare)]
14967,m,Faroese form of PETER.,PETUR,[Faroese]
14968,m&f,"From an English surname, originally a place name meaning ""PÆGA's town"". A famous bearer was Peyton Randolph (1721-1775), the first president of the Continental Congress. It is also borne by American football quarterback Peyton Manning (1976-).",PEYTON,[English]
14969,m,"Latinized form of the Greek name Φαιδρος (Phaidros), which meant ""bright"". This was the name of a 5th-century BC Greek philosopher, and also of a 1st-century Roman fabulist who was originally a slave from Thrace.",PHAEDRUS,[Ancient Greek (Latinized)]
14970,f,Greek form of PHAEDRA.,PHAIDRA,[Greek Mythology]
14971,m,Greek form of PENUEL.,PHANOUEL,[Biblical Greek]
14972,m,Form of PENUEL in the Latin New Testament.,PHANUHEL,[Biblical Latin]
14973,m,Form of PEREZ in the Greek and Latin Bible.,PHARES,"[Biblical Greek, Biblical Latin]"
14974,f,Variant of PHOEBE used in some translations of the New Testament.,PHEBE,"[English, Biblical]"
14975,m,Anglicized form of FEIDHLIM.,PHELIM,[Irish]
14976,f,Diminutive of EUPHEMIA.,PHEMIE,[English (Rare)]
14977,f,Ancient Attic Greek form of BERENICE.,PHERENIKE,[Ancient Greek]
14978,m,Form of FESTUS used in the Greek New Testament.,PHESTOS,[Biblical Greek]
14979,f,"From the name of a city in Asia Minor mentioned in Revelation in the New Testament. The name of the city meant ""brotherly love"" from Greek φιλεω (phileo) ""to love"" and αδελφος (adelphos) ""brother"". It is also the name of a city in the United States.",PHILADELPHIA,[English (Rare)]
14980,m,Ancient Greek form of PHILANDER.,PHILANDROS,"[Greek Mythology, Ancient Greek]"
14981,f,Feminine form of Philon (see PHILO).,PHILE,[Ancient Greek]
14982,m,Greek form of PHILETUS.,PHILETOS,[Biblical Greek]
14983,m,"Early variant of FILIBERT altered by association with Greek φιλος (philos) ""friend, lover"". This was the name of a 7th-century Frankish saint. Another famous bearer was Philibert de l'Orme (1510-1570), a French Renaissance architect.",PHILIBERT,[French]
14984,f,Feminine form of PHILIP.,PHILIPA,[English (Rare)]
14985,f,Latinate feminine form of PHILIP.,PHILIPPA,"[English (British), German]"
14986,f,Elaborated form of PHILIPPA.,PHILIPPINA,[German (Rare)]
14987,m,Greek form of PHILIP.,PHILIPPOS,"[Ancient Greek, Biblical Greek]"
14988,f,Variant of PHYLLIS.,PHILIS,[English (Rare)]
14989,m,"Variant of PHILIP, inspired by the usual spelling of the surname.",PHILLIP,[English]
14990,f,Variant of PHYLLIS.,PHILLIS,[English]
14991,m,"Means ""friend of power"" from Greek φιλος (philos) ""lover, friend"" and κρατος (kratos) ""power"".",PHILOKRATES,[Ancient Greek]
14992,f,"Derived from Greek φιλος (philos) ""lover, friend"" and μηλον (melon) ""fruit"". The second element has also been interpreted as Greek μελος (melos) ""song"". In Greek myth Philomela was the sister-in-law of Tereus, who raped her and cut out her tongue. Prokne avenged her sister by killing her son by Tereus, after which Tereus attempted to kill Philomela. However, the gods intervened and transformed her into a nightingale.",PHILOMELA,[Greek Mythology]
14993,f,French form of PHILOMENA.,PHILOMÈNE,[French]
14994,m,"Means ""friend of god"" from Greek φιλος (philos) ""lover, friend"" and θεος (theos) ""god"".",PHILOTHEOS,[Ancient Greek]
14995,m,Form of PHINEHAS used in the Greek Old Testament.,PHINEES,[Biblical Greek]
14996,m,"Means ""rain"" in Khmer, from the name of a rain god in the mythologies of southeast Asia. The god's name is possibly derived from VARUNA.",PHIRUN,[Khmer]
14997,m,"Latinized form of the Greek name Φωκας (Phokas), which meant ""a seal"" from Greek φωκη (phoke). This was the name of an early saint and martyr from Asia Minor. Sentenced to death for being a Christian, he is said to have given his killers lodging and then dug his own grave before he was executed.",PHOCAS,[Ancient Greek (Latinized)]
14998,m,"Latinized form of the Greek name Φοιβος (Phoibos), which meant ""bright, pure"". This was an epithet of the Greek god Apollo.",PHOEBUS,[Greek Mythology (Latinized)]
14999,f,Greek form of PHOEBE.,PHOIBE,"[Greek Mythology, Ancient Greek, Biblical Greek]"
15000,m,Greek form of PHOEBUS.,PHOIBOS,"[Greek Mythology, Ancient Greek]"
15001,f,Latinized form of PHOTINE.,PHOTINA,[Ancient Greek (Latinized)]
15002,m,"Derived from Greek φως (phos) meaning ""light"" (genitive φωτος (photos)).",PHOTIOS,"[Greek, Ancient Greek]"
15003,m,"From the Greek Φριξος (Phrixos) which meant ""thrilling, causing shivers"", derived from φριξ (phrix) ""ripple, shiver"". In Greek myth Phrixus was the son of Athamus and Nephele. He was to be sacrificed to Zeus, but he escaped with his sister Helle on the back of the ram with the Golden Fleece.",PHRIXUS,[Greek Mythology (Latinized)]
15004,m,Form of PENUEL in the Latin Old Testament.,PHUNIHEL,[Biblical Latin]
15005,m&f,"Means ""abundant, excellent"" in Tibetan.",PHUNTSOK,[Tibetan]
15006,f,"From Sino-Vietnamese 鳳 (phượng) meaning ""phoenix"". This refers to the mythological creature known as the Chinese phoenix or the Fenghuang.",PHƯỢNG,[Vietnamese]
15007,f,"From Φυλλιδος (Phyllidos), the genitive form of PHYLLIS. This form was used in 17th-century pastoral poetry.",PHYLLIDA,[English (Rare)]
15008,f,Spanish feminine form of PIUS.,PÍA,[Spanish]
15009,m,Irish form of PIERS.,PIARAS,[Irish]
15010,f,"Means ""mercy, piety"" in Spanish, ultimately from Latin pietas.",PIEDAD,[Spanish]
15011,f,Italian feminine form of PETER.,PIERA,[Italian]
15012,f,Feminine diminutive of PIERO.,PIERINA,[Italian]
15013,m,Italian form of PETER. Piero della Francesca was an Italian Renaissance painter.,PIERO,[Italian]
15014,f,Feminine diminutive of PIERRE.,PIERRETTE,[French]
15015,m,Medieval form of PETER. This was the name of the main character in the 14th-century poem 'Piers Plowman' by William Langland.,PIERS,"[English (British), Medieval French]"
15016,m,Finnish form of PETER used in the Bible.,PIETARI,[Finnish]
15017,f,Italian feminine form of PETER.,PIETRA,[Italian]
15018,m,Italian form of PETER. Pietro was the given name of the Renaissance painter known as Perugino.,PIETRO,[Italian]
15019,f,"From the English word meaning ""piety, devoutness"". This was a rare virtue name used by the Puritans in the 17th century.",PIETY,[English (Rare)]
15020,f,Finnish and Estonian form of PIA.,PIIA,"[Finnish, Estonian]"
15021,f,"Means ""pillar"" in Spanish. It is taken from the title of the Virgin Mary, María del Pilar, meaning ""Mary of the Pillar"". According to legend, when Saint James the Greater was in Saragossa in Spain, the Virgin Mary appeared on a pillar.",PILAR,[Spanish]
15022,m,Irish form of PHILIP.,PILIB,[Irish]
15023,f,"Means ""little leaf"" in Greenlandic.",PILOQUTINNGUAQ,"[Native American, Greenlandic]"
15024,m,Lithuanian form of PHILIP.,PILYPAS,[Lithuanian]
15025,f,Short form of names ending in pina.,PINA,[Italian]
15026,m,Hebrew form of PHINEHAS.,PINCHAS,"[Hebrew, Biblical Hebrew]"
15027,f,"Means ""stone pine"" in Finnish.",PINJA,[Finnish]
15028,m,Spanish form of PIUS.,PÍO,[Spanish]
15029,m,Polish form of PETER.,PIOTR,[Polish]
15030,f,"Means ""nurse"" in Greenlandic.",PIPALUK,"[Native American, Greenlandic]"
15031,m,Old Germanic form of PÉPIN.,PIPIN,[Ancient Germanic]
15032,m,Old Germanic form of PÉPIN.,PIPPIN  (1),[Ancient Germanic]
15033,f,"Means ""peppery"" in Esperanto.",PIPRA,[Esperanto]
15034,f,Diminutive of PIROSKA.,PIRI,[Hungarian]
15035,f,Finnish form of BIRGITTA.,PIRITTA,[Finnish]
15036,f,Finnish diminutive of PIRITTA.,PIRKKO,[Finnish]
15037,f,"Hungarian form of PRISCA, influenced by the Hungarian word piros meaning ""red"".",PIROSKA,[Hungarian]
15038,m,Variant of FIRUZ.,PIRUZ,[Persian]
15039,m,Diminutive of ISTVÁN.,PISTI,[Hungarian]
15040,m,Limburgish short form of PITTER.,PIT,[Limburgish]
15041,m,"Derived from Sanskrit पीत (pita) meaning ""yellow"" and अम्बर (ambara) meaning ""garment"". This is another name of the Hindu gods Vishnu or Krishna, given to them because yellow clothing is traditionally worn at religious events.",PITAMBARA,[Hinduism]
15042,m,"Late Latin name meaning ""pious, dutiful"". This was the name of twelve popes.",PIUS,[Late Roman]
15043,m,English form of Placidus (see PLACIDO).,PLACID,[English (Rare)]
15044,m&f,French masculine and feminine form of Placidus (see PLACIDO).,PLACIDE,[French]
15045,m,"Italian form of the Late Latin name Placidus which meant ""quiet, calm"".",PLACIDO,[Italian]
15046,m,"Derived from South Slavic plamen meaning ""flame, fire"".",PLAMEN,"[Bulgarian, Serbian]"
15047,m,Greek form of PLATO.,PLATON,"[Ancient Greek, Greek, Russian]"
15048,m,Portuguese form of Plinius (see PLINY).,PLÍNIO,[Portuguese]
15049,m,Original Latin form of PLINY.,PLINIUS,[Ancient Roman]
15050,m,Greek form of PLUTARCH.,PLOUTARCHOS,[Ancient Greek]
15051,m,"From the Greek name Πλουταρχος (Ploutarchos), which was derived from πλουτος (ploutos) ""riches, wealth"" and αρχος (archos) ""master"". Plutarch was a 1st-century Greek historian.",PLUTARCH,[History]
15052,f,"Means ""she is playful"" in Algonquin. This was the name of a young Algonquin woman, daughter of a powerful chief, who married a white colonist.",POCAHONTAS,"[History, Native American, Algonquin]"
15053,m,Irish form of PAUL.,PÓL,[Irish]
15054,m,Catalan form of PAUL.,POL,[Catalan]
15055,m,Turkish form of BOLAT.,POLAT,[Turkish]
15056,f,"Either a Russian, Ukrainian and Bulgarian form of PAULINA or a short form of APOLLINARIYA.",POLINA,"[Russian, Ukrainian, Bulgarian]"
15057,m,"Roman form of Greek Πολυδευκης (Polydeukes) meaning ""very sweet"", from Greek πολυς (polys) ""much"" and δευκης (deukes) ""sweet"". In mythology he was the twin brother of Castor and a son of Zeus. The constellation Gemini, which represents the two brothers, contains a star by this name.",POLLUX,[Roman Mythology]
15058,f,Combination of POLLY and ANNA. This was the name of the main character in Eleanor H. Porter's novel 'Pollyanna' (1913).,POLLYANNA,[Literature]
15059,f,Diminutive of POLINA.,POLYA,[Bulgarian]
15060,m,Greek form of POLLUX.,POLYDEUKES,[Greek Mythology]
15061,m,Ancient Greek form of POLYCARP.,POLYKARPOS,[Ancient Greek]
15062,f,"Latinized form of Greek Πολυξενη (Polyxene) which was from the word πολυξενος (polyxenos) meaning ""entertaining many guests, very hospitable"", itself derived from πολυς (polys) ""many"" and ξενος (xenos) ""foreigner, guest"". In Greek legend she was a daughter of Priam and Hecuba, beloved by Achilles. After the Trojan War, Achilles' son Neoptolemus sacrificed her.",POLYXENA,[Greek Mythology (Latinized)]
15063,f,Modern Greek form of POLYXENA.,POLYXENI,[Greek]
15064,m,Latin form of POMPEY.,POMPEIUS,[Ancient Roman]
15065,m,"Modern form of the Roman family name Pompeius, which was probably derived from a Sabellic word meaning ""five"". A notable bearer was the 1st-century BC Roman general Gnaeus Pompeius Magnus, also known as Pompey the Great.",POMPEY,[History]
15066,m,Latin form of POMPILIU.,POMPILIUS,[Ancient Roman]
15067,m,"Roman family name which is of unknown meaning, possibly a derivative of Pompeius (see POMPEY).",POMPONIUS,[Ancient Roman]
15068,m,French form of PONTIUS.,PONS,[French (Rare)]
15069,m,Scandinavian form of PONTIUS.,PONTUS,"[Swedish, Norwegian, Danish]"
15070,f,Variant transcription of PUJA.,POOJA,"[Indian, Hindi, Marathi, Gujarati, Bengali, Punjabi, Telugu, Malayalam, Tamil, Kannada, Nepali]"
15071,f,"From the word for the red flower, derived from Old English popæg.",POPPY,[English (British)]
15072,m,"Roman family name meaning ""pig"", derived from Latin porcus. Famous members of the family include the Roman statesmen Cato the Elder (Marcus Porcius Cato) and his great-grandson Cato the Younger (Marcus Porcius Cato Uticencis).",PORCIUS,[Ancient Roman]
15073,f,"Derived from Thai พร (phon) ""blessing"" and ทิพย์ (thip) ""divine"".",PORNTIP,[Thai]
15074,f,"From the name of the German car company, which was founded by Ferdinand Porsche (1875-1951). His surname is derived from the given name BORIS.",PORSCHE,[English (Modern)]
15075,f,"Variant of Porcia, the feminine form of the Roman family name PORCIUS, used by William Shakespeare for the heroine of his play 'The Merchant of Venice' (1596). In the play Portia is a woman who disguises herself as a man in order to defend Antonio in court. It is also the name of a moon of Uranus, after the Shakespearian character.",PORTIA,[English]
15076,f,Variant of POSY.,POSIE,[English]
15077,m,Danish form of PAUL.,POUL,[Danish]
15078,m,"Means ""light maker"", derived from Sanskrit प्रभा (prabha) meaning ""light"" and कर (kara) meaning ""maker"". This is a name given to the sun in Hindu texts. It was also borne by a medieval Hindu scholar.",PRABHAKARA,[Hinduism]
15079,m,"Means ""mighty, powerful, master"" in Sanskrit. This is an epithet of both the Hindu gods Surya and Agni.",PRABHU,"[Hinduism, Tamil, Indian, Kannada]"
15080,f,"From Sanskrit प्राच्य (prachya) meaning ""eastern, ancient"".",PRACHI,"[Indian, Hindi, Marathi, Gujarati]"
15081,m,"Derived from Sanskrit प्रदीप (pradipa) meaning ""light, lantern"".",PRADIP,"[Indian, Hindi, Marathi, Bengali, Malayalam, Kannada, Telugu, Tamil, Nepali]"
15082,m,"Derived from Sanskrit प्रकाश (prakasha) meaning ""light, bright, shining"".",PRAKASH,"[Indian, Hindi, Marathi, Kannada, Tamil, Telugu, Malayalam, Gujarati, Bengali, Odia, Nepali]"
15083,m,"Means ""joy"" in Sanskrit. This is the name of an attendant of the Hindu god Skanda.",PRAMODA,[Hinduism]
15084,m,"This is the Sanskrit word referring to ओम् (om), the Hindu sacred syllable.",PRANAV,"[Indian, Hindi, Marathi, Gujarati]"
15085,m,Lithuanian form of FRANCIS.,PRANCIŠKUS,[Lithuanian]
