,gender,meaning,name,origin
13929,m,"NOGAH   m & f   Biblical, Hebrew, Biblical HebrewMeans ""brightness"" in Hebrew. This is the name of a son of King David in the Old Testament. In modern times it is sometimes used as a feminine name.",NOGAH,"[Biblical, Hebrew, Biblical Hebrew]"
13930,f,NÓIRÍN   f   IrishIrish diminutive of NORA.,NÓIRÍN,[Irish]
13931,f,"NOKOMIS   f   New World MythologyMeans ""my grandmother"" in Ojibwe. In Anishinaabe mythology this is the name of Nanabozho's grandmother. It was used by Henry Wadsworth Longfellow for the grandmother of Hiawatha in his poem 'The Song of Hiawatha' (1855).",NOKOMIS,[New World Mythology]
13932,f,"NOLA   f   English, IrishDiminutive of MAGNOLIA, FINOLA or other names containing a similar sound.",NOLA,"[English, Irish]"
13933,f,NOLENE   f   English (Rare)Elaborated form of NOLA.,NOLENE,[English (Rare)]
13934,m,NOLL   m   Medieval EnglishMedieval diminutive of OLIVER.,NOLL,[Medieval English]
13935,f,"NOLWENN   f   BretonFrom the Breton phrase Noyal Gwenn meaning ""holy one from Noyal"". This was the epithet of a 6th-century saint and martyr from Brittany.",NOLWENN,[Breton]
13936,f,"NOMUSA   f   Southern African, NdebeleMeans ""merciful"" in Ndebele.",NOMUSA,"[Southern African, Ndebele]"
13937, (1),"NONA  (1)   f   Roman MythologyDerived from Latin nonus meaning ""ninth"", referring to the nine months of pregnancy. This was the name of a Roman goddess of pregnancy. She was also one of the three Fates (or Parcae).",NONA  (1),[Roman Mythology]
13938,f,NONIE   f   EnglishDiminutive of IONE or NORA.,NONIE,[English]
13939,f,"NONTLE   f   Southern African, XhosaMeans ""mother of beauty"" in Xhosa.",NONTLE,"[Southern African, Xhosa]"
13940,m,NOOA   m   FinnishFinnish form of NOAH  (1).,NOOA,[Finnish]
13941, (2),"NOOR  (2)   f   Dutch, LimburgishDutch and Limburgish short form of ELEONORA.",NOOR  (2),"[Dutch, Limburgish]"
13942,f,"NOORTJE   f   Dutch, LimburgishDutch diminutive of ELEONORA.",NOORTJE,"[Dutch, Limburgish]"
13943, (2),NOR  (2)   m   LimburgishShort form of NORBAER.,NOR  (2),[Limburgish]
13944,f,"NORA   f   Irish, English, Swedish, Norwegian, Danish, German, Dutch, ItalianShort form of HONORA or ELEANOR. Henrik Ibsen used it for a character in his play 'A Doll's House' (1879).",NORA,"[Irish, English, Swedish, Norwegian, Danish, German, Dutch, Italian]"
13945,m,NORBAER   m   LimburgishLimburgish form of NORBERT. Its spelling has been influenced by the French pronunciation of Norbert.,NORBAER,[Limburgish]
13946,m,"NORBERTO   m   Spanish, Portuguese, ItalianSpanish, Portuguese and Italian form of NORBERT.",NORBERTO,"[Spanish, Portuguese, Italian]"
13947,f,"NOREEN   f   Irish, EnglishDiminutive of NORA.",NOREEN,"[Irish, English]"
13948,m,"NORI   m   JapaneseFrom Japanese 儀 (nori) meaning ""ceremony, rites"" or other kanji which are pronounced the same way.",NORI,[Japanese]
13949,f,NORINA   f   ItalianItalian diminutive of NORA.,NORINA,[Italian]
13950,f,NEVE   f   IrishAnglicized form of NIAMH.,NEVE,[Irish]
13951,f,"NEVENA   f   Bulgarian, Macedonian, Croatian, SerbianDerived from South Slavic neven meaning ""marigold"".",NEVENA,"[Bulgarian, Macedonian, Croatian, Serbian]"
13952,f,NEVES   f   PortuguesePortuguese form of NIEVES.,NEVES,[Portuguese]
13953,m,"NEVILLE   m   English (British)From an English surname which was originally derived from a place name meaning ""new town"" in Norman French. As a given name it is chiefly British and Australian.",NEVILLE,[English (British)]
13954,f,NEVRA   f   TurkishTurkish form of NAWRA.,NEVRA,[Turkish]
13955,m,NEWT   m   EnglishShort form of NEWTON.,NEWT,[English]
13956,f,NEŽA   f   SloveneSlovene form of AGNES.,NEŽA,[Slovene]
13957,f,NEZİHE   f   TurkishTurkish feminine form of NAZIH.,NEZİHE,[Turkish]
13958,f,"NGAIO   f   MaoriMaori name which is derived from the name of a type of tree, also called the mousehole tree. This name was borne by New Zealand crime writer Dame Ngaio Marsh (1895-1982).",NGAIO,[Maori]
13959,m,"NGAWANG   m & f   Tibetan, BhutaneseMeans ""powerful speech"" in Tibetan, from ངག (ngag) meaning ""speech"" and དབང (dbang) meaning ""power, force"".",NGAWANG,"[Tibetan, Bhutanese]"
13960,f,"NGOZI   f & m   Western African, IgboMeans ""blessing"" in Igbo.",NGOZI,"[Western African, Igbo]"
13961,f,"NGUYỆT   f   VietnameseFrom Sino-Vietnamese 月 (nguyệt) meaning ""moon"".",NGUYỆT,[Vietnamese]
13962, (1),NIA  (1)   f   WelshWelsh form of NIAMH.,NIA  (1),[Welsh]
13963, (3),NIA  (3)   f   EnglishShort form of ANTONIA and other names ending in nia.,NIA  (3),[English]
13964,f,"NIAMH   f   Irish, Irish MythologyMeans ""bright"" in Irish. She was the daughter of the sea god in Irish legends. She fell in love with the poet Oisín, son of Fionn.",NIAMH,"[Irish, Irish Mythology]"
13965,m,"NICANOR   m   Ancient Greek (Latinized)From the Greek name Νικανωρ (Nikanor), which was derived from νικη (nike) ""victory"". This name was borne by several notable officers from ancient Macedon.",NICANOR,[Ancient Greek (Latinized)]
13966,m,NICÉPHORE   m   French (Rare)French form of NIKEPHOROS.,NICÉPHORE,[French (Rare)]
13967,f,NICHOLA   f   English (British)Feminine form of NICHOLAS.,NICHOLA,[English (British)]
13968,f,NICHOLE   f   EnglishVariant of NICOLE.,NICHOLE,[English]
13969,m,"NICK   m   English, DutchShort form of NICHOLAS.",NICK,"[English, Dutch]"
13970,m,NICKOLAUS   m   German (Rare)Variant of NIKOLAUS.,NICKOLAUS,[German (Rare)]
13971,m,"NICO   m   Italian, Dutch, German, Spanish, PortugueseShort form of NICHOLAS (or sometimes NICODEMUS).",NICO,"[Italian, Dutch, German, Spanish, Portuguese]"
13972,m,"NICODEMO   m   Italian, Spanish, PortugueseItalian, Spanish and Portuguese form of NICODEMUS.",NICODEMO,"[Italian, Spanish, Portuguese]"
13973, (1),"NICOL  (1)   m   Scottish, Medieval EnglishMedieval English and Scottish form of NICHOLAS. This was the middle name of character in the novel 'Rob Roy' (1817) by Sir Walter Scott.",NICOL  (1),"[Scottish, Medieval English]"
13974, (1),NICOLA  (1)   m   ItalianItalian form of NICHOLAS. A notable bearer was the 13th-century sculptor Nicola Pisano.,NICOLA  (1),[Italian]
13975,m,NICOLAAS   m   DutchDutch form of NICHOLAS.,NICOLAAS,[Dutch]
13976,m,NICOLAO   m   Italian (Rare)Italian variant form of NICHOLAS.,NICOLAO,[Italian (Rare)]
13977,m,NICOLÁS   m   SpanishSpanish form of NICHOLAS.,NICOLÁS,[Spanish]
13978,f,NICOLASA   f   SpanishSpanish feminine form of NICHOLAS.,NICOLASA,[Spanish]
13979,m,"NICOLAUS   m   German, Ancient Greek (Latinized)Latinized form of Nikolaos (see NICHOLAS). This form is also used in Germany as a variant of NIKOLAUS.",NICOLAUS,"[German, Ancient Greek (Latinized)]"
13980,f,NICOLET   f   DutchDutch feminine form of NICHOLAS.,NICOLET,[Dutch]
13981,f,NICOLETTA   f   ItalianFeminine diminutive of NICOLA  (1).,NICOLETTA,[Italian]
13982,f,NICOLINA   f   ItalianFeminine diminutive of NICOLA  (1).,NICOLINA,[Italian]
13983,m,NICOLÒ   m   ItalianItalian variant form of NICHOLAS.,NICOLÒ,[Italian]
13984,m,NICOMEDES   m   Ancient Greek (Latinized)Latinized form of NIKOMEDES.,NICOMEDES,[Ancient Greek (Latinized)]
13985,m,NICOSTRATUS   m   Ancient Greek (Latinized)Latinized form of NIKOSTRATOS.,NICOSTRATUS,[Ancient Greek (Latinized)]
13986,m,NICUȘOR   m   RomanianDiminutive of NICOLAE.,NICUȘOR,[Romanian]
13987,f,"NIDA   f   Arabic, UrduMeans ""call, proclaim"" in Arabic.",NIDA,"[Arabic, Urdu]"
13988,m,NIEK   m   DutchDiminutive of NICOLAAS.,NIEK,[Dutch]
13989, (2),NIELS  (2)   m   DutchDutch short form of CORNELIUS.,NIELS  (2),[Dutch]
13990,f,NIEVE   f   SpanishVariant of NIEVES.,NIEVE,[Spanish]
13991,f,"NÎGA   f   KurdishMeans ""sight"" in Kurdish.",NÎGA,[Kurdish]
13992,f,NIGELLA   f   English (Rare)Feminine form of NIGEL.,NIGELLA,[English (Rare)]
13993,m,NIGUL   m   EstonianEstonian form of NICHOLAS.,NIGUL,[Estonian]
13994,f,NIINA   f   FinnishShort form of ANNIINA.,NIINA,[Finnish]
13995, (1),NIKA  (1)   f & m   RussianRussian short form of VERONIKA and other names ending in nika. It can also be a short form of NIKITA  (1) (masculine).,NIKA  (1),[Russian]
13996, (3),NIKA  (3)   m   GeorgianDiminutive of NIKOLOZ.,NIKA  (3),[Georgian]
13997,m,NIKANOR   m   Ancient GreekGreek form of NICANOR.,NIKANOR,[Ancient Greek]
13998,f,"NIKE   f   Greek Mythology, Ancient GreekMeans ""victory"" in Greek. Nike was the Greek goddess of victory.",NIKE,"[Greek Mythology, Ancient Greek]"
13999,m,"NIKEPHOROS   m & f   Ancient Greek, Greek MythologyMeans ""carrying victory"" from Greek νικη (nike) ""victory"" and φερω (phero) ""to carry, to bear"". This name was borne by several Byzantine emperors, including the 10th-century Nikephoros II Phokas. Besides being a masculine personal name, it was also a title borne by the goddess Athena.",NIKEPHOROS,"[Ancient Greek, Greek Mythology]"
14000,m,"NIKETAS   m   Ancient GreekDerived from Greek νικητης (niketes) meaning ""winner, victor"". Saint Niketas was a 4th-century bishop of Remesiana in Serbia. He is a patron saint of Romania.",NIKETAS,[Ancient Greek]
14001,f,"NIKHILA   f   Indian, Telugu, HindiFeminine form of NIKHIL.",NIKHILA,"[Indian, Telugu, Hindi]"
14002,m,"NIKICA   m   Croatian, SerbianCroatian and Serbian diminutive of NIKOLA  (1).",NIKICA,"[Croatian, Serbian]"
14003, (1),"NIKITA  (1)   m   Russian, Ukrainian, BelarusianRussian form of NIKETAS. This form is also used in Ukrainian and Belarusian alongside the more traditional forms Mykyta and Mikita.",NIKITA  (1),"[Russian, Ukrainian, Belarusian]"
14004,f,"NIKITHA   f   Indian, Telugu, TamilSouthern Indian variant of NIKITA  (2).",NIKITHA,"[Indian, Telugu, Tamil]"
14005,f,NIKKOLE   f   English (Rare)Variant of NICOLE.,NIKKOLE,[English (Rare)]
14006,m,NIKLAUS   m   German (Swiss)Swiss German form of NICHOLAS.,NIKLAUS,[German (Swiss)]
14007,m,NIKODEM   m   PolishPolish form of NICODEMUS.,NIKODEM,[Polish]
14008,m,"NIKODIM   m   Russian, MacedonianRussian and Macedonian form of NICODEMUS.",NIKODIM,"[Russian, Macedonian]"
14009, (1),"NIKOLA  (1)   m   Serbian, Croatian, Slovene, Bulgarian, Macedonian, Czech, Basque, Medieval SlavicCognate of NICHOLAS.",NIKOLA  (1),"[Serbian, Croatian, Slovene, Bulgarian, Macedonian, Czech, Basque, Medieval Slavic]"
14010,m,NIKOLAAS   m   DutchDutch form of NICHOLAS.,NIKOLAAS,[Dutch]
14011,m,"NIKOLAJ   m   Danish, SloveneDanish and Slovene form of NICHOLAS.",NIKOLAJ,"[Danish, Slovene]"
14012,m,NIKOLAO   m   EsperantoEsperanto form of NICHOLAS.,NIKOLAO,[Esperanto]
14013,m,"NIKOLAS   m   Greek, EnglishVariant of NIKOLAOS or NICHOLAS.",NIKOLAS,"[Greek, English]"
14014,m,"NIKOLAY   m   Russian, BulgarianRussian and Bulgarian form of NICHOLAS. A notable bearer was the Russian novelist Nikolay Gogol (1809-1852).",NIKOLAY,"[Russian, Bulgarian]"
14015,f,"NIKOLE   f   Basque, EnglishBasque form of NICOLE, as well as an English variant.",NIKOLE,"[Basque, English]"
14016,f,NIKOLETT   f   HungarianHungarian form of NICOLETTE.,NIKOLETT,[Hungarian]
14017,f,"NIKOLINA   f   Bulgarian, Croatian, Serbian, MacedonianBulgarian, Croatian, Serbian and Macedonian feminine form of NICHOLAS.",NIKOLINA,"[Bulgarian, Croatian, Serbian, Macedonian]"
14018,m,"NIKOMACHOS   m   Ancient GreekMeans ""battle of victory"" from Greek νικη (nike) ""victory"" and μαχη (mache) ""battle"".",NIKOMACHOS,[Ancient Greek]
14019,m,"NIKON   m   Ancient Greek, RussianDerived from Greek νικη (nike) meaning ""victory"".",NIKON,"[Ancient Greek, Russian]"
14020,m,"NIKOSTRATOS   m   Ancient GreekMeans ""army of victory"" from Greek νικη (nike) ""victory"" and στρατος (stratos) ""army"". This was the name of a Roman saint martyred during the persecutions of emperor Diocletian.",NIKOSTRATOS,[Ancient Greek]
14021,m,NIKUSHA   m   GeorgianDiminutive of NIKOLOZ.,NIKUSHA,[Georgian]
14022,f,"NILAM   f & m   Indian, Hindi, MarathiMeans ""dark blue, sapphire"" in Sanskrit.",NILAM,"[Indian, Hindi, Marathi]"
14023,m,NILES   m   EnglishFrom a surname which was derived from the given name NEIL.,NILES,[English]
14024,f,"NILIMA   f   Indian, Marathi, Hindi, TeluguMeans ""dark blue"" in Sanskrit.",NILIMA,"[Indian, Marathi, Hindi, Telugu]"
14025,f,NILOFER   f   Indian (Muslim)Indian form of NILOOFAR.,NILOFER,[Indian (Muslim)]
14026,f,NILOUFAR   f   PersianVariant transcription of NILOOFAR.,NILOUFAR,[Persian]
14027,f,NİLÜFER   f   TurkishTurkish form of NILOFER.,NİLÜFER,[Turkish]
14028, (2),"NIMA  (2)   m   PersianPossibly means ""just, fair"" in Persian.",NIMA  (2),[Persian]
14029,f,NİMET   f   TurkishTurkish form of NIMAT.,NİMET,[Turkish]
14030,f,"NIMUE   f   Arthurian RomanceMeaning unknown. In Arthurian legends this is the name of a sorceress, also known as the Lady of the Lake, Vivien, or Niniane. Various versions of the tales have Merlin falling in love with her and becoming imprisoned by her magic. She first appears in the medieval French 'Lancelot-Grail' cycle.",NIMUE,[Arthurian Romance]
14031, (2),NINA  (2)   f   Near Eastern MythologyMeaning unknown. This was the name of a Babylonian and Assyrian fertility goddess who was identified with Ishtar. She was the patron goddess of the city of Nineveh. Her name was written using a character representing a fish surrounded by a character representing a house.,NINA  (2),[Near Eastern Mythology]
14032, (4),NINA  (4)   f   RussianRussian form of NINO  (2).,NINA  (4),[Russian]
14033,f,NINE   f   FrisianFrisian short form of KATHERINE.,NINE,[Frisian]
14034,f,NINETTE   f   FrenchDiminutive of NINA  (1).,NINETTE,[French]
14035,f,"NINGAL   f   Near Eastern MythologyMeans ""great lady"" in Sumerian. This was the name of a goddess of reeds in Sumerian mythology. She was the daughter of Enki and the wife of Nanna.",NINGAL,[Near Eastern Mythology]
14036, (1),"NINO  (1)   m   ItalianShort form of GIANNINO, ANTONINO, and other names ending in nino.",NINO  (1),[Italian]
14037,f,NINON   f   FrenchFrench diminutive of ANNE  (1).,NINON,[French]
14038,m,"NINOSLAV   m   Serbian, Croatian, Medieval SlavicFrom a Slavic element, possibly nyni ""now"", combined with slava ""glory"".",NINOSLAV,"[Serbian, Croatian, Medieval Slavic]"
14039,m,NIOCLÁS   m   IrishIrish form of NICHOLAS.,NIOCLÁS,[Irish]
14040,m,"NIRAJ   m   Indian, Hindi, Marathi, Gujarati, NepaliMeans ""water-born"" in Sanskrit.",NIRAJ,"[Indian, Hindi, Marathi, Gujarati, Nepali]"
14041,m,"NIRMAL   m   Indian, Hindi, Marathi, Tamil, Telugu, Kannada, NepaliMeans ""clean, pure"" in Sanskrit.",NIRMAL,"[Indian, Hindi, Marathi, Tamil, Telugu, Kannada, Nepali]"
14042,f,"NIRUPAMA   f   Indian, Hindi, KannadaMeans ""unequaled, matchless"" in Sanskrit.",NIRUPAMA,"[Indian, Hindi, Kannada]"
14043,m,"NISHANT   m   Indian, Hindi, Marathi, GujaratiMeans ""night's end, dawn"" in Sanskrit.",NISHANT,"[Indian, Hindi, Marathi, Gujarati]"
14044,f,"NISSA   f   HebrewMeans ""sign"" in Hebrew.",NISSA,[Hebrew]
14045, (1),NITA  (1)   f   EnglishShort form of ANITA  (1) and other names ending in nita.,NITA  (1),[English]
14046,m,"NITHIN   m   Indian, Malayalam, Tamil, KannadaSouthern Indian variant of NITIN.",NITHIN,"[Indian, Malayalam, Tamil, Kannada]"
14047,f,"NITIKA   f   Indian, HindiFrom Sanskrit नीति (niti) meaning ""guidance, moral conduct"".",NITIKA,"[Indian, Hindi]"
14048,f,"NITYA   f & m   Indian, HindiMeans ""always, eternal"" in Sanskrit. This is a transcription of both the feminine form नित्या (an epithet of the Hindu goddess Durga) and the masculine form नित्य.",NITYA,"[Indian, Hindi]"
14049,m,"NITZAN   m & f   HebrewMeans ""flower bud"" in Hebrew.",NITZAN,[Hebrew]
14050,m,"NIV   m   HebrewMeans either ""speech, expression"" or ""fang, tusk"" in Hebrew.",NIV,[Hebrew]
14051,f,"NIVES   f   Italian, CroatianItalian form of NIEVES.",NIVES,"[Italian, Croatian]"
14052,m,"NIZAR   m   ArabicPerhaps from Arabic نزير (nazir) ""little"".",NIZAR,[Arabic]
14053,m,NJÅL   m   NorwegianNorwegian form of NJÁLL.,NJÅL,[Norwegian]
14054,m,"NJÁLL   m   Norse Mythology, Ancient Scandinavian, IcelandicOld Norse form of Niall (see NEIL). This is the name of the hero of a 13th century Icelandic saga, based on the life of a 10th-century Icelandic chieftain.",NJÁLL,"[Norse Mythology, Ancient Scandinavian, Icelandic]"
14055,m,NJÖRÐR   m   Norse MythologyOld Norse form of NJORD.,NJÖRÐR,[Norse Mythology]
14056,f,"NKECHINYERE   f   Western African, IgboMeans ""what God has given"" or ""gift of God"" in Igbo.",NKECHINYERE,"[Western African, Igbo]"
14057,f,"NKIRU   f   Western African, IgboShort form of NKIRUKA.",NKIRU,"[Western African, Igbo]"
14058,m,"NKOSANA   m   Southern African, XhosaMeans ""prince"" in Xhosa.",NKOSANA,"[Southern African, Xhosa]"
14059,m,"NKRUMA   m & f   Western African, AkanMeans ""ninth born child"" in Akan.",NKRUMA,"[Western African, Akan]"
14060,f,"NNEKA   f   Western African, IgboMeans ""my mother is supreme"" in Igbo.",NNEKA,"[Western African, Igbo]"
14061,f,"NNENNE   f   Western African, IgboMeans ""mother's mother"" in Igbo. This name is sometimes given to a child when it is believed that she is a reincarnation of her maternal grandmother.",NNENNE,"[Western African, Igbo]"
14062, (2),"NOA  (2)   f   JapaneseFrom Japanese 乃 (no), a possessive particle, and 愛 (a) meaning ""love, affection"". This name can also be constructed from other kanji or kanji combinations.",NOA  (2),[Japanese]
14063,f,NO'AH   f   Biblical HebrewHebrew form of NOAH  (2).,NO'AH,[Biblical Hebrew]
14064, (2),"NOAH  (2)   f   BiblicalDerived from the Hebrew name נֹעָה (No'ah) meaning ""motion"". In the Old Testament this is the name of a daughter of Zelophehad.",NOAH  (2),[Biblical]
14065,m,"NOAM   m & f   HebrewMeans ""pleasantness"" in Hebrew. A famous bearer is Noam Chomsky (1928-), an American linguist and philosopher.",NOAM,[Hebrew]
14066,m,"NOBORU   m   JapaneseFrom Japanese 登 (noboru) meaning ""rise, ascend"" or other kanji pronounced in the same way.",NOBORU,[Japanese]
14067,m,"NOBURU   m   JapaneseFrom Japanese 伸 (noburu) meaning ""extend, stretch"" or other kanji having the same pronunciation.",NOBURU,[Japanese]
14068,m,"NOE   m   Biblical Latin, Biblical GreekForm of NOAH  (1) used in the Greek and Latin Bible.",NOE,"[Biblical Latin, Biblical Greek]"
14069,m,NOÈ   m   ItalianItalian form of NOAH  (1).,NOÈ,[Italian]
14070,m,NOEL   m   EnglishEnglish form of NOËL.,NOEL,[English]
14071,f,"NOELANI   f   HawaiianMeans ""heavenly mist"" from Hawaiian noe ""mist"" and lani ""heaven, sky, royal, majesty"".",NOELANI,[Hawaiian]
14072,f,NOELENE   f   English (Rare)Feminine diminutive of NOEL.,NOELENE,[English (Rare)]
14073,f,NOELLA   f   FrenchFeminine variant form of NOËL.,NOELLA,[French]
14074,f,NOELLE   f   EnglishEnglish form of NOËLLE.,NOELLE,[English]
14075,f,"NOEMI   f   Italian, German, Czech, Biblical LatinItalian, German and Czech form of NAOMI  (1).",NOEMI,"[Italian, German, Czech, Biblical Latin]"
14076,f,NOÉMIA   f   PortuguesePortuguese form of NAOMI  (1).,NOÉMIA,[Portuguese]
14077,f,NOÉMIE   f   FrenchFrench form of NAOMI  (1).,NOÉMIE,[French]
14078,f,NOGA   f & m   HebrewVariant transcription of NOGAH.,NOGA,[Hebrew]
14079,f,NOHEMI   f   SpanishSpanish form of NAOMI  (1).,NOHEMI,[Spanish]
14080,m,NOJUS   m   LithuanianLithuanian form of NOAH  (1).,NOJUS,[Lithuanian]
14081,m,NÖL   m   LimburgishLimburgish short form of ARNOLD.,NÖL,[Limburgish]
14082,m,"NOLAN   m   Irish, EnglishFrom an Irish surname which was derived from Ó Nualláin meaning ""descendant of NUALLÁN"". The baseball player Nolan Ryan (1947-) is a famous bearer of this name.",NOLAN,"[Irish, English]"
14083,m,NÖLKE   m   LimburgishLimburgish diminutive of ARNOLD.,NÖLKE,[Limburgish]
14084,m,"NOLLAIG   m & f   IrishMeans ""Christmas"" in Irish.",NOLLAIG,[Irish]
14085,f,"NOMIKI   f   GreekDerived from Greek νομικος (nomikos) ""relating to the law"".",NOMIKI,[Greek]
14086,f,"NON   f   WelshPossibly derived from Latin nonna meaning ""nun"". This was the name of the mother of Saint David.",NON,[Welsh]
14087, (2),"NONA  (2)   f   English, Ancient Roman (Rare)Feminine form of NONUS. It was also used in 19th-century England, derived directly from Latin nonus ""ninth"" and traditionally given to the ninth-born child.",NONA  (2),"[English, Ancient Roman (Rare)]"
14088,f,NONNA   f   RussianRussian form of NONA  (2).,NONNA,[Russian]
14089,m,"NONUS   m   Ancient Roman (Rare)Roman praenomen, or given name, meaning ""ninth"" in Latin. This was a very rare praenomen.",NONUS,[Ancient Roman (Rare)]
14090, (1),"NOOR  (1)   f & m   Arabic, UrduVariant transcription of NUR.",NOOR  (1),"[Arabic, Urdu]"
14091,f,NOORA   f   FinnishFinnish form of NORA.,NOORA,[Finnish]
14092, (1),NOR  (1)   f & m   MalayMalay variant of NUR.,NOR  (1),[Malay]
14093,f,"NÓRA   f   Hungarian, IrishHungarian and Irish Gaelic form of NORA.",NÓRA,"[Hungarian, Irish]"
14094,f,"NORAH   f   Irish, EnglishVariant of NORA.",NORAH,"[Irish, English]"
14095,m,"NORBERT   m   German, English, Dutch, French, Hungarian, Polish, Ancient GermanicDerived from the Germanic elements nord ""north"" and beraht ""bright"". This was the name of an 11th-century German saint who made many reforms within the church.",NORBERT,"[German, English, Dutch, French, Hungarian, Polish, Ancient Germanic]"
14096,m,"NORBU   m   Tibetan, BhutaneseMeans ""jewel"" in Tibetan.",NORBU,"[Tibetan, Bhutanese]"
14097,f,"NORENE   f   Irish, EnglishDiminutive of NORA.",NORENE,"[Irish, English]"
14098,f,"NORIKO   f   JapaneseFrom Japanese 法 (nori) meaning ""law, rule"" or 典 (nori) meaning ""rule, ceremony"" combined with 子 (ko) meaning ""child"". Other kanji combinations are possible.",NORIKO,[Japanese]
14099,m,NORM   m   EnglishShort form of NORMAN.,NORM,[English]
14100,f,"NORMA   f   English, Italian, LiteratureCreated by Felice Romani for the main character in the opera 'Norma' (1831). He may have based it on Latin norma ""rule"". This name is also frequently used as a feminine form of NORMAN.",NORMA,"[English, Italian, Literature]"
14101,m,NORMAND   m   EnglishFrom a surname which was derived from the same source as the name NORMAN.,NORMAND,[English]
14102,m,"NORRIS   m   EnglishFrom an English surname, either NORRIS  (1) or NORRIS  (2).",NORRIS,[English]
14103,m,"NORWOOD   m   EnglishFrom a surname which was originally taken from a place name meaning ""north wood"" in Old English.",NORWOOD,[English]
14104,f,"NOSIZWE   f   Southern African, XhosaMeans ""mother of the nation"" in Xhosa.",NOSIZWE,"[Southern African, Xhosa]"
14105,f,"NOU   f   HmongMeans ""sun"" in Hmong.",NOU,[Hmong]
14106,m,NOUREDDINE   m   ArabicVariant transcription of NUR AD-DIN.,NOUREDDINE,[Arabic]
14107,f,"NOVA   f   EnglishDerived from Latin novus meaning ""new"". It was first used as a name in the 19th century.",NOVA,[English]
14108,m,NOWELL   m   English (Rare)From the surname Nowell (a variant of NOEL).,NOWELL,[English (Rare)]
14109,f,"NOYA   f   HebrewMeans ""divine beauty"" in Hebrew.",NOYA,[Hebrew]
14110,m,"NSONOWA   m & f   Western African, AkanMeans ""seventh born child"" in Akan.",NSONOWA,"[Western African, Akan]"
14111,f,"NTOMBI   f   Southern African, ZuluMeans ""lady"" in Zulu.",NTOMBI,"[Southern African, Zulu]"
14112,m,NUADHA   m   Irish MythologyVariant of NUADA.,NUADHA,[Irish Mythology]
14113,m,"NUALLÁN   m   Ancient IrishDerived from Irish nuall ""noble, famous"" combined with a diminutive suffix.",NUALLÁN,[Ancient Irish]
14114,f,"NUBIA   f   VariousFrom the name of the ancient region and kingdom in Africa, south of Egypt. It possibly derives from the Egyptian word nbw meaning ""gold"".",NUBIA,[Various]
14115,m,"NUH   m   Arabic, TurkishArabic and Turkish form of NOAH  (1).",NUH,"[Arabic, Turkish]"
14116,m,"NUKA   m & f   Native American, GreenlandicMeans ""younger sibling"" in Greenlandic.",NUKA,"[Native American, Greenlandic]"
14117,m,NUÑO   m   Medieval SpanishSpanish form of NUNO.,NUÑO,[Medieval Spanish]
14118,f,NUNZIA   f   ItalianShort form of ANNUNZIATA.,NUNZIA,[Italian]
14119,m,"NUNZIO   m   ItalianMasculine short form of ANNUNZIATA. It also coincides with the related Italian word nunzio ""messenger"" (ultimately from Latin nuntius).",NUNZIO,[Italian]
14120,f,NURA   f   ArabicStrictly feminine form of NUR.,NURA,[Arabic]
14121,m,"NURASYL   m   KazakhMeans ""noble light"" in Kazakh.",NURASYL,[Kazakh]
14122,m,NURETTİN   m   TurkishTurkish form of NUR AD-DIN.,NURETTİN,[Turkish]
14123,f,"NÚRIA   f   Catalan, PortugueseFrom a Catalan title of the Virgin Mary, Nostra Senyora de Núria, meaning ""Our Lady of Nuria"". Nuria is a sanctuary in Spain in which there is a shrine containing a famous statue of Mary.",NÚRIA,"[Catalan, Portuguese]"
14124,m,"NURISLAM   m   KazakhFrom Kazakh nur meaning ""light"" (of Arabic origin) combined with Islam, the name of the religion (ultimately from Arabic إسلام).",NURISLAM,[Kazakh]
14125,f,"NURTEN   f   TurkishMeans ""radiant skin"" in Turkish.",NURTEN,[Turkish]
14126,m,NURUDDIN   m   ArabicVariant transcription of NUR AD-DIN.,NURUDDIN,[Arabic]
14127,m,"NURULLAH   m   Arabic, TurkishMeans ""light of ALLAH"", from Arabic نور (nur) meaning ""light"" combined with الله (Allah).",NURULLAH,"[Arabic, Turkish]"
14128,f,"NWANNEKA   f   Western African, IgboMeans ""my siblings are supreme"" in Igbo.",NWANNEKA,"[Western African, Igbo]"
14129,f,"NYALA   f   VariousFrom the name of a type of African antelope, ultimately derived from the Bantu word nyálà.",NYALA,[Various]
14130,f,"NYAZIK   f   TurkmenMeans ""graceful"" in Turkmen.",NYAZIK,[Turkmen]
14131,m,NYE   m   WelshDiminutive of ANEIRIN.,NYE,[Welsh]
14132,f,NYNKE   f   FrisianFrisian diminutive of KATHERINE.,NYNKE,[Frisian]
14133,m,"NYOMAN   m & f   Indonesian, BalinesePossibly from a Balinese word meaning ""end, remainder"". This name is traditionally bestowed upon the third-born child.",NYOMAN,"[Indonesian, Balinese]"
14134,f,"NYSSA   f   VariousFrom the name of an ancient town of Asia Minor where Saint Gregory was bishop. Nyssa is also the genus name of a type of tree, also called the Tupelo.",NYSSA,[Various]
14135,m,"NYYRIKKI   m   Finnish MythologyMeaning unknown. This was the name of a Finnish god of the hunt, the son of Tapio.",NYYRIKKI,[Finnish Mythology]
14136,f,"OANEZ   f   BretonDerived from Breton oan ""lamb"" (ultimately from Latin agnus) and used as a Breton form of AGNES.",OANEZ,[Breton]
